phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M3: Chain-of-Thought,19,axentx/surrogate-1-pairs-D,publication_year,2026,2,The publication year is derived from the createdAt date in the API metadata.,0.900
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,title,qwen35-9b-verilog-sft-logs,2,The title is directly taken from the model ID and reflects the model's purpose.,0.900
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,description,"This model is a fine-tuned version of the qwen35-9b model, adapted for tasks rel",1,The description is plausible but incomplete and not directly sourced from the README or metadata.,0.800
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,subjects,"Verilog, electronic design automation, hardware description language, code gener",1,The subjects are inferred based on the model's purpose and not explicitly stated in the metadata or README.,0.850
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,creator,yil384,2,The creator is directly taken from the author field in the metadata.,0.900
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,resource_type,Fine-tuned language model for Verilog tasks,1,The resource type is inferred based on the model's purpose and not explicitly stated in the metadata or README.,0.800
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,resource_type_general,Software,1,The general resource type is inferred and not explicitly stated in the metadata or README.,0.800
M3: Chain-of-Thought,20,yil384/qwen35-9b-verilog-sft-logs,publication_year,2026,2,The publication year is directly taken from the createdAt field in the metadata.,0.900
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_f1_range,"[0.72342,0.88596]",2,overlap,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_total_power_w,194.529,2,within ±15% of 194.529,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_latency_ms,55,2,within ±10% of 55,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_inference_cost_class,high,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_typical_deployment_context,Deployed on A100 with high inference cost.,2,grounded,0.850
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_known_failure_modes,Top-label mismatches observed in low-probability samples.,2,grounded,0.850
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_f1_range,"[0.71052,0.78078]",2,overlap,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_total_power_w,113.704,2,within ±15% of 113.704,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_latency_ms,27.0,2,within ±10% of 27.0,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_typical_deployment_context,Deployed on A100 with medium inference cost.,2,grounded,0.850
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_known_failure_modes,Top-label mismatches observed in low-probability samples.,2,grounded,0.850
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_f1_range,"[0.72342,0.88596]",2,overlap,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_total_power_w,194.529,2,within ±15% of 194.529,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_latency_ms,55,2,within ±10% of 55,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_inference_cost_class,high,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_typical_deployment_context,Deployed on A100 with high inference cost.,2,grounded,0.850
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_known_failure_modes,Top-label mismatches observed in low-probability samples.,2,grounded,0.850
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_f1_range,"[0.7692,0.87519]",2,overlap,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_total_power_w,20.152,2,within ±15% of 20.152,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_latency_ms,35.0,2,within ±10% of 35.0,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_suggested_hardware,CPU-x86,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_typical_deployment_context,Deployed on CPU-x86 with medium inference cost.,2,grounded,0.850
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_known_failure_modes,Top-label mismatches observed in low-probability samples.,2,grounded,0.850
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_f1_range,"[0.7692,0.87519]",2,overlap,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_total_power_w,106.701,2,within ±15% of 106.701,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_latency_ms,35.0,2,within ±10% of 35.0,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_typical_deployment_context,Deployed on A100 with medium inference cost.,2,grounded,0.850
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_known_failure_modes,Top-label mismatches observed in low-probability samples.,2,grounded,0.850
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_inference_cost_class,high,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_total_power_w,194.529,2,within ±15% of 194.529,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_f1_range,"[0.72342,0.88596]",2,overlap,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_expected_latency_ms,55,2,within ±10% of 55,0.950
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_known_failure_modes,Mispredicts labels for non-text or mismatched language inputs.,1,The statement references correct items (non-text or mismatched language inputs) but adds unsupported claims about misprediction patterns not quantified in the summary.,0.850
M4: Experiment-Grounded,1,sentence-transformers/all-MiniLM-L6-v2,runtime_typical_deployment_context,Deployed on A100 hardware with high inference cost.,2,"The statement is fully grounded in the summary, referencing the suggested hardware (A100) and high inference cost class.",0.850
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_total_power_w,113.704,2,within ±15% of 113.704,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_f1_range,"[0.71052,0.78078]",2,overlap,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_expected_latency_ms,27.0,2,within ±10% of 27.0,0.950
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_known_failure_modes,Mispredicts labels for non-text or non-English speech inputs.,1,The statement references correct items (non-text or non-English speech) but adds unsupported claims about misprediction patterns not quantified in the summary.,0.850
M4: Experiment-Grounded,3,google-bert/bert-base-uncased,runtime_typical_deployment_context,Deployed on A100 hardware with validated maturity and medium inference cost.,2,"The statement is fully grounded in the summary, referencing A100 hardware and validated maturity with medium inference cost.",0.850
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_inference_cost_class,high,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_total_power_w,194.529,2,within ±15% of 194.529,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_f1_range,"[0.72342,0.88596]",2,overlap,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_expected_latency_ms,55,2,within ±10% of 55,0.950
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_known_failure_modes,Mispredicts labels for images unrelated to text or multilingual content.,0,Invented content not supported by the summary; the summary does not mention failure modes or image-related mispredictions.,0.850
M4: Experiment-Grounded,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,runtime_typical_deployment_context,Deployment on A100 hardware with high inference cost.,2,"Fully grounded in the summary, referencing the suggested hardware and inference cost class.",0.850
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_suggested_hardware,CPU-x86,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_total_power_w,20.152,2,within ±15% of 20.152,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_f1_range,"[0.7692,0.87519]",2,overlap,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_expected_latency_ms,35.0,2,within ±10% of 35.0,0.950
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_known_failure_modes,Misclassifies speech and non-speech images,1,References correct failure modes (speech and non-speech misclassification) but adds unsupported claims about the nature of the failure.,0.850
M4: Experiment-Grounded,6,WasamiKirua/Hexis-Vesper-12B,runtime_typical_deployment_context,CPU-x86 with medium inference cost,2,Accurately reflects the 'CPU-x86' hardware and 'medium' inference cost from the summary.,0.850
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_suggested_hardware,A100,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_inference_cost_class,medium,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_total_power_w,106.701,2,within ±15% of 106.701,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_deployment_maturity,validated,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_f1_range,"[0.7692,0.87519]",2,overlap,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_recommended_min_ram_mb,16384,2,exact match,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_expected_latency_ms,35.0,2,within ±10% of 35.0,0.950
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_known_failure_modes,"Fails on non-text or non-English inputs, misclassifying labels.",1,The statement references correct items (non-text or non-English inputs) but adds unsupported claims about misclassifying labels.,0.850
M4: Experiment-Grounded,8,Haerim/en_child_mlm_42_english8192,runtime_typical_deployment_context,Deployed on A100 hardware with medium inference cost and validated maturity.,2,"The statement is fully grounded in the summary, referencing A100 hardware, medium inference cost, and validated maturity.",0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,name,all-MiniLM-L6-v2,2,Matches the name in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,author,sentence-transformers,2,Matches the author in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,model_type,dnn,2,Matches the ai_model_model_type in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,license,apache-2.0,2,Matches the ai_model_license in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,pretraining_datasets,"[""https://huggingface.co/datasets/s2orc, https://huggingface.co/datasets/flax-se",2,Matches the input_data in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,keywords,"[""sentence-transformers"", ""pytorch"", ""tf"", ""rust"", ""onnx"", ""openvino"", ""bert"", """,2,Matches the keywords in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,libraries,"[""pytorch""]",2,Matches the ai_model_framework in the Patra model card,1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",0,"Contradicted by the Patra model card, which indicates sentence similarity, not the listed tasks",1.000
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_hardware,"{""accelerators"": null, ""architectures"": null, ""cpus"": null, ""disk_gb"": null, ""me",1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_max_energy_consumption_watts,226,2,Matches the highest power_w in the experiments,0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_max_latency_ms,26,2,Matches the highest latency_ms in the experiments,0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_min_throughput,38,1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_max_memory_usage_mb,16384,1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,inference_distributed,false,1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.950
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,pretrained,true,2,Matches the foundational_model and ai_model_type in the Patra model card,0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,quantization_aware,false,1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.400
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,model_outputs,"[{""data_type"": ""float32"", ""shape"": [null, 384]}]",2,Matches the output_data in the Patra model card and the README,0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,model_inputs,"[{""data_type"": ""text"", ""shape"": [null]}]",2,Matches the input_type in the Patra model card,0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,edge_optimized,false,1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.600
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,slimmed,true,2,Implied by the model name and description in the Patra model card,0.600
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,annotations,"{""provenance"": ""Patra card and README""}",2,Correctly references the provenance sources,0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,finetuning_datasets,"[""s2orc"", ""flax-sentence-embeddings/stackexchange_xml"", ""ms_marco"", ""gooaq"", ""ya",2,Matches the datasets in the README and input_data in the Patra model card,0.850
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,regulatory,[],1,"Inferred from general knowledge, not directly supported by the Patra card or experiments",0.400
M4: Patra→MLHub,1,sentence-transformers/all-MiniLM-L6-v2,multi_modal,false,2,Correctly indicates false as the model only accepts text input,0.850
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,name,Qwen3-VL-2B-Instruct,2,Name is directly taken from the Patra model card.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,author,Qwen,2,Author is directly taken from the Patra model card.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,model_type,llm,2,Model type 'llm' is directly specified in the Patra model card.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,license,apache-2.0,2,License is directly taken from the Patra model card and README.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,keywords,"[""transformers"", ""qwen3_vl"", ""image-text-to-text"", ""conversational""]",2,Keywords are directly taken from the Patra model card.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,libraries,"[""pytorch""]",2,Library 'pytorch' is directly specified in the Patra model card.,1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,task_types,"[""ImageTextToText"", ""VisualQuestionAnswering""]",1,"Task types are inferred from the model description and README, not explicitly stated.",1.000
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_hardware,"{""accelerators"": [{""accelerator_type"": ""A100"", ""cores"": null, ""memory_gb"": 80, """,2,Hardware details are derived from the experiments with A100 devices.,0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_max_energy_consumption_watts,242,2,Max energy consumption is derived from the experiments.,0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_max_latency_ms,160,2,Max latency is derived from the experiments.,0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_min_throughput,6,1,"Throughput is inferred from the number of images processed per experiment, not explicitly stated.",0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_max_memory_usage_mb,81920,1,"Memory usage is inferred from the A100 device's memory, not explicitly stated.",0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,inference_distributed,false,1,"Distributed inference is inferred from the model's description, not explicitly stated.",0.750
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,pretrained,true,2,Model is described as a released checkpoint in the Patra model card.,0.850
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,model_outputs,"[{""data_type"": ""text"", ""shape"": null}]",2,Output data type 'text' is directly specified in the Patra model card.,0.600
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,model_inputs,"[{""data_type"": ""image-text"", ""shape"": null}]",2,Input data type 'image-text' is directly specified in the Patra model card.,0.600
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,edge_optimized,true,2,Model is described as scalable to edge in the Patra model card.,0.600
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,annotations,"{""provenance"": ""Patra card and README""}",2,Provenance is correctly attributed to the Patra card and README.,0.850
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,regulatory,[],1,No regulatory compliance tags are mentioned in the sources.,0.600
M4: Patra→MLHub,2,Qwen/Qwen3-VL-2B-Instruct,multi_modal,true,2,Model is described as multimodal in the Patra model card.,0.850
M4: Patra→MLHub,3,google-bert/bert-base-uncased,name,bert-base-uncased,2,Matches the name in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,author,google-bert,2,Matches the author in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,model_type,dnn,2,Matches the ai_model_model_type in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,license,apache-2.0,2,Matches the ai_model_license in the Patra model card and README.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,pretraining_datasets,"[""https://huggingface.co/datasets/bookcorpus, https://huggingface.co/datasets/wi",2,Matches the input_data in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,keywords,"[""transformers"", ""pytorch"", ""tf"", ""jax"", ""rust"", ""coreml"", ""onnx"", ""bert"", ""fill",2,Matches the keywords in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,libraries,"[""pytorch""]",2,Matches the ai_model_framework in the Patra model card.,1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",1,"TextClassification and FillMask are supported, but TextGeneration is not explicitly mentioned.",1.000
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_hardware,"{""accelerators"": [{""accelerator_type"": ""A100"", ""cores"": null, ""memory_gb"": 80, """,1,"A100 is mentioned in the experiments, but other hardware details are inferred.",0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_max_energy_consumption_watts,306,1,Value is inferred from the highest power_w in the experiments.,0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_max_latency_ms,90,2,Matches the highest latency_ms in the experiments.,0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_min_throughput,11,1,Value is inferred from the lowest images in the experiments.,0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_max_memory_usage_mb,81920,1,Value is inferred from the accelerator memory_gb in the experiments.,0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,inference_distributed,false,1,No evidence of distributed inference in the experiments or Patra card.,0.950
M4: Patra→MLHub,3,google-bert/bert-base-uncased,pretrained,true,2,Matches the foundational_model and pretraining description in the Patra model card.,0.850
M4: Patra→MLHub,3,google-bert/bert-base-uncased,quantization_aware,false,1,No evidence of quantization-aware training in the Patra card or experiments.,0.400
M4: Patra→MLHub,3,google-bert/bert-base-uncased,model_outputs,"[{""data_type"": ""predicted token"", ""shape"": null}]",2,Matches the output_data in the Patra model card.,0.600
M4: Patra→MLHub,3,google-bert/bert-base-uncased,model_inputs,"[{""data_type"": ""Text"", ""shape"": null}]",2,Matches the input_type in the Patra model card.,0.600
M4: Patra→MLHub,3,google-bert/bert-base-uncased,edge_optimized,false,1,No evidence of edge optimization in the Patra card or experiments.,0.600
M4: Patra→MLHub,3,google-bert/bert-base-uncased,slimmed,false,1,No evidence of distillation or size reduction in the Patra card or experiments.,0.400
M4: Patra→MLHub,3,google-bert/bert-base-uncased,annotations,"{""provenance"": ""Patra card and README""}",2,Correctly references the Patra card and README as sources.,0.850
M4: Patra→MLHub,3,google-bert/bert-base-uncased,training_distributed,true,1,No explicit evidence of distributed training in the Patra card or experiments.,0.600
M4: Patra→MLHub,3,google-bert/bert-base-uncased,pruned,false,1,No evidence of pruning in the Patra card or experiments.,0.400
M4: Patra→MLHub,3,google-bert/bert-base-uncased,finetuning_datasets,[],1,No finetuning datasets mentioned in the Patra card or experiments.,0.600
M4: Patra→MLHub,3,google-bert/bert-base-uncased,regulatory,[],1,No compliance tags mentioned in the Patra card or experiments.,0.400
M4: Patra→MLHub,3,google-bert/bert-base-uncased,multi_modal,false,1,No evidence of multi-modal input in the Patra card or experiments.,0.850
M4: Patra→MLHub,4,google/electra-base-discriminator,name,electra-base-discriminator,2,Matches the name in the Patra model card.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,author,google,2,Matches the author in the Patra model card.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,model_type,dnn,2,Matches the ai_model_model_type in the Patra model card.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,license,apache-2.0,2,Matches the license in the Patra model card and README.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,keywords,"[""transformers"", ""pytorch"", ""tf"", ""jax"", ""rust"", ""electra"", ""pretraining"", ""en""]",2,Matches the keywords in the Patra model card.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,libraries,"[""pytorch""]",2,Matches the ai_model_framework in the Patra model card.,1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",0,"Not supported by the Patra card or README; ELECTRA is a pretraining model, not a task-specific model.",1.000
M4: Patra→MLHub,4,google/electra-base-discriminator,pretrained,true,2,Supported by the Patra card's description of ELECTRA as a pre-trained model.,0.850
M4: Patra→MLHub,4,google/electra-base-discriminator,quantization_aware,false,1,Not mentioned in the Patra card or README; assumed false by default.,0.400
M4: Patra→MLHub,4,google/electra-base-discriminator,model_outputs,"[{""data_type"": ""probability"", ""shape"": null}]",2,Matches the output_data in the Patra model card.,0.600
M4: Patra→MLHub,4,google/electra-base-discriminator,image,https://huggingface.co/front/thumbnails/google.png,2,Matches the thumbnail URL in the README.,0.850
M4: Patra→MLHub,4,google/electra-base-discriminator,model_inputs,"[{""data_type"": ""text"", ""shape"": null}]",2,Matches the input_type in the Patra model card.,0.850
M4: Patra→MLHub,4,google/electra-base-discriminator,edge_optimized,false,1,Not mentioned in the Patra card or README; assumed false by default.,0.400
M4: Patra→MLHub,4,google/electra-base-discriminator,slimmed,false,1,Not mentioned in the Patra card or README; assumed false by default.,0.400
M4: Patra→MLHub,4,google/electra-base-discriminator,annotations,{},1,Not mentioned in the Patra card or README; assumed empty by default.,0.400
M4: Patra→MLHub,4,google/electra-base-discriminator,pruned,false,1,Not mentioned in the Patra card or README; assumed false by default.,0.400
